,osmanlica,turkce
39679,اعتكاف,i'tikaf
39680,اعتلا,i'tila
39681,اعتماداً,ً    i'timaden
39682,اعتناء,i'tinâ
39683,اعجام,e'cam
39684,اعجب,a'ceb
39685,اعجز,a'cez
39686,اعجمي,a'cemi
39687,اعداد,i'dad
39688,اعدادي,i'dadi
39689,اعدام,i'dam
39690,اعدي,a'da
39691,اعداد,a'dad
39692,اعدل,a'del
39693,اعذار,a'zar
39694,اعذار,i'zar
39695,اعذب,a'zeb
39696,اعرابي,a'rabi
39697,اعراب,i'rab
39698,اعزازاً,ً    i'zazan
39699,اعزام,i'zam
39700,اعزل,a'zel
39701,اعزه,Eızze
39702,اعشاري,a'şari
39703,اعشي,E'şa
39704,اعظام,i'zam
39705,اعظم,A'zam
39706,اعلامات,i'lamat
39707,اعلم,A'lem
39708,اغلوطه,uğluta
39709,اعلي,a'la
39710,اعمام,i'mam
39711,اعمارات,i'marat
39712,اعماق,a'mak
39713,اعمال,a'mal
39714,اعمال,i'mal
39715,اعمالات,i'malat
39716,اعمام,a'mam
39717,اعمده,a'mide
39718,اعمى,a'ma
39719,اعنه,eınne
39720,اعوج,a'vec
39721,اعور,a'ver
39722,اغاره,igare
39723,اغاليط,egalit
39724,اغاني,agani
39725,اغبرار,iğbirar
39726,اغتذاءاغتداء,iğtiza
39727,اغتراب,iğtirab
39728,اغترار,iğtirar
39729,اغتراف,iğtiraf
39730,اغتسال,iğtisal
39731,اغتشاش,iğtişaş
39732,اغتصاب,iğtisab
39733,اغتصابات,iğtisabat
39734,اغتضاب,iğtizab
39735,اغتمام,iğtimam
39736,اغتنام,iğtinam
39737,اغتياب,iğtiyab
39738,اغتياظ,iğtiyaz
39739,اغتيال,iğtiyal
39740,اغديه,ağdiye
39741,اغذيه,Eğziye
39742,اغراس,iğras
39743,اغراس,Eğras
39744,اغراض,Eğraz
39745,اغراق,iğrak
39746,اغراقات,iğrakat
39747,اغراقيات,iğrakıyyat
39748,اغرب,Eğrab
39749,اغزل,ağzel
39750,اغنيه,eğniye
39751,اغصان,ağsan
39752,اغضاب,iğzab
39753,اغفال,iğfal
39754,اغفالات,iğfalat
39755,اغفاليات,iğfaliyyat
39756,اغلاظات,iğlazat
39757,اغلاق,iğlak
39758,اغلاقات,iğlakat
39759,اغلال,Eğlal
39760,اغلب,Ağleb
39761,اغماض,iğmaz
39762,اغناء,iğna
39763,اغنام,Eğnam
39764,اغني,ağna
39765,اغنيه,üğniyye
39766,اغوال,Eğval
39767,اغير,ağyer
39768,اف,ef
39769,افاته,ifate
39770,افاخم,Efahim
39771,افادات,ifadat
39772,افاده,ifade
39773,افازه,ifaze
39774,افاضل,Efazil
39775,افاضه,ifaza
39776,افاعي,efai
39777,افاقت,ifakat
39778,افانين,efanin
39779,افئده,ef'ide
39780,افتادگي,üftadegi
39781,افتاده,üftade
39782,افتانوخيزان,üftanüvehızan
39783,افتتاح,iftitah
39784,افتخار,iftihar
39785,افتخاريات,iftihariyyat
39786,افتراس,iftiras
39787,افتراق,iftirak
39788,افتصاد,iftisad
39789,افتصال,iftisal
39790,افتضاح,iftizah
39791,افتقاد,iftikad
39792,افتقار,iftikar
39793,افحام,ifham
39794,افخم,efham
39795,افراخ,ifrah
39796,افراخته,efrahte
39797,افراد,Efrad
39798,افراد,ifrad
39799,افراز,ifraz
39800,افرازات,ifrazat
39801,افراس,Efras
39802,افراشته,Efraşte
39803,افراغ,ifrağ
39804,افرنج,Efranc
39805,افرنجي,efrenci
39806,افروخته,Efruhte
39807,افروز,efruz
39808,افروشه,Efruşe
39809,افزا,Efza
39810,افزود,Efzud
39811,افزايش,Efzayiş
39812,افزون,Efzun
39813,افزوني,efzüni
39814,افساد,ifsad
39815,افسار,Efsar
39816,افسانه,Efsane
39817,افسانهپرداز,efsaneperdaz
39818,افسانهپردازي,efsaneperdazi
39819,افسانهجو,efsanecü    y
39820,افسانهجويي,efsanecüyi
39821,افسانهگو,efsanegü
39822,افسانهگويي,efsaneköyü
39823,افسردگان,efsürdegan
39824,افسردگي,efsürdegi
39825,افسرده,Efsürde
39826,افسردهدل,efsürdedil
39827,افسردهدلي,efsürdedili
39828,افسردهدماغ,efsürdedimağ
39829,افسردهدماغي,efsürdedimağ
39830,افسردهمزاج,efsürdemizaç
39831,افسردهمغز,efsürdemagaz
39832,افسردهمغزي,efsürdemazi
39833,افسوس,Efsüs
39834,افسون,efsun
39835,افسونگر,Efsünger
39836,افسونگري,efsünkera
39837,افشان,Efşan
39838,افشره,Efşüre
39839,افصاح,ifsah
39840,افضال,efzal
39841,افضال,ifzal
39842,افضل,Efzal
39843,افضليت,Efzaliyyet
39844,افطار,iftar
39845,افعيافعي,ef'a
39846,افغان,Efgan
39847,افك,ifk
39848,افكار,Efkar
39849,افگار,Efgar
39850,افگانه,Efgane
39851,افكن,efken
39852,افكنده,efkende
39853,افلاح,iflah
39854,افلاس,iflas
39855,افلاطون,eflatun
39856,افلاق,iflak
39857,افلاك,Eflak
39858,افلاكيان,eflakiyan
39859,افلج,Eflec
39860,افهام,ifham
39861,افواح,efvah
39862,افواه,efvah
39863,افول,üfül
39864,افهام,Efham
39865,افيكه,Efike
39866,افيون,afyon
39867,افيونكش,afyonkeş
39868,اقاحى,akahi
39869,اقاصي,ekasi
39870,اقامت,ikamet
39871,اقامتگاه,"ikametgah,ikametgeh"
39872,اقامه,ikame
39873,اقانيم,ekanim
39874,اقاويل,akavil
39875,اقبار,ikbar
39876,اقبال,ikbal
39877,اقبح,akbah
39878,اقتام,iktam
39879,اقتباس,iktibas
39880,اقتباساً,ً    iktibasen
39881,اقتباسات,iktibasat
39882,اقتحام,iktiham
39883,اقتحامات,iktihamat
39884,اقتداءً,ً    iktidaen
39885,اقتدار,iktidar
39886,اقتراب,iktirab
39887,اقتراح,iktirah
39888,اقتراحات,iktirahat
39889,اقتران,iktiran
39890,اقتصاد,iktisad
39891,اقتصار,iktisar
39892,اقتطاف,iktidaf
39893,اقتفاء,iktifa
39894,اقتفاءً,ً    iktifaen
39895,اقحوان,ükhuvan
39896,اقداح,akdah
39897,اقدار,ikdar
39898,اقدام,akdam
39899,اقدام,ikdam
39900,اقدامات,ikdamat
39901,اقرأ,akra
39902,اقرار,ikrar
39903,اقراض,ikraz
39904,اقراضات,ikrazat
39905,اقران,akran
39906,اقرب,akrep
39907,اقرباء,akribâ
39908,اقرن,akran
39909,اقسام,iksam
39910,اقصار,iksar
39911,اقسى,aksa
39912,اقضى,akza
39913,اقطاب,aktab
39914,اقطار,ikdar
39915,اقطع,akta'
39916,اقفاص,Akfas
39917,اقفال,akfal
39918,اقفال,ikfal
39919,اقل,ekal
39920,اقلام,Aklam
39921,اقليد,Aklid
39922,اقمشه,akmişe
39923,اقناعيات,iknaiyyat
39924,اقنوم,üknüm
39925,اقوال,akval
39926,اقوال,ikval
39927,اقواليات,ikvaliyyat
39928,اقوى,akvâ
39929,اكابر,Ekabir
39930,اكاذيب,Ekazib
39931,اكارم,Ekarim
39932,اكاسره,Ekasira
39933,اكاف,Ekkaf
39934,اكاف,ükaf
39935,اكال,Ekkal
39936,اكباب,ikbab
39937,اكبار,ikbar
39938,اكتاب,iktab
39939,اكتاف,Ektaf
39940,اكتات,iktat
39941,اكتحال,iktihal
39942,اكتساب,iktisab
39943,اكتنا,iktina
39944,اكتناه,iktinah
39945,اكتيال,iktiyal
39946,اكتهال,iktihal
39947,اكتياد,iktiyad
39948,اكثار,iksar
39949,اكثري,ekseri
39950,اكثريا,Ekseriyya
39951,اكثم,Eksem
39952,اكدار,Ekdar
39953,اكذوبه,ükzübe
39954,اگر,Eğer
39955,اكراد,Ekrad
39956,اكرام,ikram
39957,اكرامات,ikramat
39958,اكراميه,ikramiyye
39959,اكراه,ikrah
39960,اكراهاً,ً    ikrahen
39961,اگرچه,Eğerçi
39962,اكرمانه,Ekramane
39963,اكرمي,ekremi
39964,اكرميت,Ekramiyyet
39965,اكرومه,ükrume
39966,اكره,ekre
39967,اكسي,eksa
39968,اكسير,iksir
39969,اكشم,Ekşem
39970,اكفاء,ikfâ
39971,اكفاء,Ekfâ
39972,اكفاء,İkfâ
39973,اكل,Ekl
39974,اكل,ukl
39975,اكلف,eklef
39976,اكله,Ekele
39977,اكله,ukle
39978,اكليل,iklil
39979,اكمال,ikmal
39980,اكمام,Ekmam
39981,اكملانه,Ekmelane
39982,اكمليت,Ekmeliyyet
39983,اكمهيت,Ekmehiyyet
39984,اكناف,eknaf
39985,اكناناكنه,eknan
39986,اكواب,Ekvab
39987,اكواز,Ekvaz
39988,اكوان,Ekvan
39989,اكول,ekül
39990,اكولانه,Ekvelane
39991,اكولي,eküli
39992,اكياس,Ekyas
39993,اكيال,Ekyal
39994,اكيد,ekid
39995,اكيداً,ً    ekiden
39996,الا,Ela
39997,الا,illa
39998,الآن,elan
39999,الاستيق,"elastik,elastiki"
40000,الامان,elaman
40001,الامانخوان,el'emanhaavan
40002,الامرامركم,Elemruemruküm
40003,الانصاف,Elinsaf
40004,البا,elibba
40005,الباب,elbab
40006,الباس,ilbas
40007,البت,elbette
40008,التباس,iltibas
40009,التثام,iltisam
40010,التجاگاهالتجاگه,ilticagah
40011,التحاء,iltiha
40012,التحاف,iltihaf
40013,التحاق,iltihak
40014,التحام,iltiham
40015,التذاذ,iltizaz
40016,التزام,iltizam
40017,التصاق,iltisak
40018,التطام,iltidam
40019,التفات,iltifat
40020,التقاط,iltikat
40021,التقام,iltikam
40022,التماس,iltimas
40023,التماسكرده,iltimasgerde
40024,التماع,iltima'
40025,الحاح,ilhah
40026,الحاد,ilhad
40027,الحاصل,Elhasıl
40028,الحاج,Elhac
40029,الحاظ,Elhaz
40030,الحاق,ilhak
40031,الحالةهذه,elhaletü    hazihi
40032,الحان,Elhan
40033,الحذر,Elhazer
40034,الحسد,Elhased
40035,الحكملله,elhükmülillah
40036,الحمدلله,elhamdülillah
40037,الخ,ilaahirihi
40038,الداعي,eddai
40039,الذ,Elezz
40040,الزام,ilzam
40041,الزاميات,ilzamiyyat
40042,الزميت,Elzemiyyet
40043,الست,elest
40044,السلام,Esselam
40045,السنالسنه,elsine
40046,الصاق,ilsak
40047,الصلا,Essala
40048,الطاف,Eldaf
40049,العياذبالله,el    ıyazü    billahi
40050,الغاز,elgaz
40051,الغبطه,elgıpta
40052,الغرض,el    garaz
40053,الف,Elif
40054,الفاظ,Elfaz
40055,الفاف,Elfaf
40056,الفراق,elfirak
40057,الفيه,elfiyye
40058,اليف,Elif
40059,القاء,ilkâ
40060,القاب,elkab
40061,القاح,ilkah
40062,القصه,elkıssa
40063,الكتريق,Elektirik
40064,اللهي,allahi
40065,اللهيان,Allahiyan
40066,الماس,Elmas
40067,الماسپاره,Elmaspare
40068,الماستراش,elmastraş
40069,الماسريزه,elmasrize
40070,المحالمحي,elmah
40071,المزدگان,elmezdekan
40072,المزده,elemzede
40073,المعالمعي,elma'
40074,الواح,Elvah
40075,الوان,Elvan
40076,الوداع,elveda'
40077,الوف,ülüf
40078,الوهيت,uluhiyyet
40079,اله,ilah
40080,الهاب,ilhab
40081,الهام,İlham
40082,الهه,ilahe
40083,الهي,ilahi
40084,الهيات,ilahiyyat
40085,الهيت,ilahiyyet
40086,الهيون,ilahiyyün
40087,الى,ila
40088,الياف,Elyaf
40089,اليم,elim
40090,اليه,ileyhi
40091,اليوي,ilyevi
40092,اليهن,ileyhinne
40093,اما,Emma
40094,امابعد,emma    be'dü
40095,اماته,imate
40096,اماثل,Emasil
40097,امارات,Emarat
40098,امارت,emaret
40099,اماره,Emare
40100,اماره,Emmare
40101,اماكن,Emakin
40102,اماله,imale
40103,امام,emam
40104,امام,imam
40105,امامت,imamet
40106,امامه,İmame
40107,امان,Emân
40108,امانخواه,Emânhavah
40109,امانات,Emanat
40110,امانت,Emanet
40111,امانةً,ً    emaneten
40112,امانتدار,Emanetdar
40113,امانتداري,emanetdari
40114,اماني,emani
40115,امبربارس,amberbaris
40116,امتثال,imtisal
40117,امتحان,imtihan
40118,امتداد,imtidad
40119,امتزاج,imtizac
40120,امتصاص,imtisas
40121,امتعه,Emtia
40122,امتنان,imtinan
40123,امتهان,imtihan
40124,امتياز,imtiyaz
40125,امثال,Emsal
40126,امجاد,Emcad
40127,امحاض,imhaz
40128,امداد,imdad
40129,امحاق,imhak
40130,امر,emerr
40131,امرار,imrar
40132,امراض,Emraz
40133,امرد,Emrad
40134,امرنامه,emirname
40135,امرود,Emrud
40136,امساك,imsak
40137,امصار,Emsar
40138,امصاص,imsas
40139,امضاء,imzâ
40140,امطار,imtar
40141,امطار,emtar
40142,امعان,im'an
40143,امكان,imkan
40144,املاح,Emlah
40145,املاق,imlak
40146,املاك,Emlak
40147,املال,imlal
40148,املح,emlah
40149,امن,Emn
40150,امنيت,Emniyyet
40151,اموات,Emvat
40152,امواج,Emvac
40153,اموال,Emval
40154,امواه,Emvah
40155,امناء,ümena
40156,امنيه,ümniyye
40157,امور,ümür
40158,امومت,umumet
40159,امويه,Emeviyye
40160,امهال,Emhal
40161,امهار,Emhar
40162,امهات,ümmehat
40163,امهال,imhal
40164,امهاني,ümmühani
40165,امي,ümmi
40166,اميال,Emyal
40167,اميد,ümid
40168,امير,Emir
40169,اميرانه,Emirane
40170,امين,Emin
40171,انابتانابه,inabet
40172,انابيب,Enabib
40173,اناث,inas
40174,اناجيل,Enacil
40175,انار,Enar
40176,اناره,inare
40177,انافس,Enafis
40178,انام,Enam
40179,انامل,Enamil
40180,انامه,iname
40181,انأيتانائتانانيت,enaiyyet
40182,انايي,enayi
40183,انبات,inbat
40184,انبار,Enbar
40185,انباغ,Enbağ
40186,انبانانبانه,enban
40187,انبانچه,Enbançe
40188,انبساط,inbisat
40189,انبعاث,inbias
40190,انبوه,enbüh
40191,انبيق,enbik
40192,انتاج,intac
40193,انتباه,intibah
40194,انتشار,intişar
40195,انتحار,intihar
40196,انتحال,intihal
40197,انتخاب,intihab
40198,انترهصو,entresu
40199,انتريقه,Entrika
40200,انتساب,intisab
40201,انتساج,intisac
40202,انتساخ,intisah
40203,انتساق,intisak
40204,انتصاب,intisab
40205,انتصاح,intisah
40206,انتصاف,intisaf
40207,انتطاق,intidak
40208,انتظار,intizar
40209,انتظام,intizam
40210,انتعاش,intiaş
40211,انتعاظ,intiaz
40212,انتفاخ,intifah
40213,انتفاد,intifad
40214,انتفال,intifal
40215,الهيت,ilahiyyet
40216,الي,ila
40217,امبربارس,emberbaris
40218,امحاء,imha
40219,امرنامه,Emrname
40220,امضاء,imza
40221,امطار,Emdar
40222,امعاء,em'a
40223,انابت,inabet
40224,انقلاب,inkilab
40225,انقهال,inkihal
40226,انقياد,inkiyad
40227,انكاح,inkah
40228,انكار,inkar
40229,انكباب,inkibab
40230,انكتام,inkitam
40231,انكسار,inkisar
40232,انكساف,inkisaf
40233,انكشاف,inkişaf
40234,انكليس,inkilis
40235,انكبين,engebin
40236,انكشت,Enkişt
40237,انكشت,enguşt
40238,انگشترانگشتري,engeşter
40239,انكشتنما,enguşt    nüma
40240,انگشتنه,Engüştene
40241,انگشته,Engüşte
40242,انكليون,engelyün
40243,انگور,Engür
40244,انگيز,Engiz
40245,انمله,Enmele
40246,انموذج,Enmüzec
40247,انوار,Envar
40248,انوف,ünüf
40249,انهار,enhar
40250,انهداش,inhidaş
40251,انهدام,inhidam
40252,انهزام,inhizam
40253,انهماك,inhimak
40254,انيس,Enis
40255,انيسه,Enise
40256,انين,Enin
40257,اوائل,Evail
40258,اوابد,Evabid
40259,اواخر,Evahir
40260,اواسط,Evasid
40261,اواضح,Evazıh
40262,اوامر,Evamir
40263,اوان,Evan
40264,اواني,avani
40265,اواه,Evvah
40266,اوباش,Evbaş
40267,اوبوس,übüs
40268,اوپهرا,opera
40269,اوتار,Evtar
40270,اوثان,Evsan
40271,اوثق,evseg
40272,اوجاع,evca'
40273,اوجگير,Evcgir
40274,اوراد,Evrad
40275,اورام,Evram
40276,اوردينو,ürdüni
40277,اورسا,ürsa
40278,اورنك,Evrank
40279,اوزار,Evzar
40280,اوزان,Evzan
40281,اوساخ,Evsah
40282,اوساط,Evsad
40283,اوستااوستاد,usta
40284,اوسكوفي,üsküfi
40285,اوصاف,Evsaf
40286,اوطان,Evdan
40287,اوفر,Evfer
40288,اوفق,evfak
40289,اوفي,evfa
40290,اوقات,Evkat
40291,اوقيانوس,Okyanus
40292,اوكار,Evkar
40293,اولااولاً,ً    evvela
40294,اولاديت,evladiyyet
40295,اولواولي,üli
40296,اولويت,Evleviyyet
40297,اولي,evla
40298,اولي,üla
40299,اوليات,Evveliyyat
40300,اولين,Evvelin
40301,اومنيبوس,omnibüs
40302,اونيفورمه,üniforma
40303,اوهام,Evham
40304,اهالي,ahali
40305,اهانت,ihanet
40306,اهتداء,ihtida
40307,اهتزاز,ihtizaz
40308,اهتمام,ihtimam
40309,اهجوه,ühcüve
40310,اهداب,Ehdab
40311,اهدار,ihdar
40312,اهراق,ihrak
40313,اهلاك,ihlak
40314,اهرام,Ehram
40315,اهلي,ehli
40316,اهمال,ihmal
40317,اهميت,Ehemmiyyet
40318,اهويه,Ehviye
40319,اهيب,Ehyeb
40320,اهيف,Ehyef
40321,اي,ey
40322,ايا,Eya
40323,اياب,iyab
40324,ايادي,iyadi
40325,اياغ,Eyağ
40326,ايالات,Eyalet
40327,ايالت,Eyalet
40328,ايام,Eyyam
40329,ايامن,Eyamin
40330,ايباء,ibâ
40331,ايتام,Eytam
40332,ايتلاف,itilaf
40333,ايثار,isar
40334,ايثام,isam
40335,ايجاب,icab
40336,ايجاد,icad
40337,ايجار,icar
40338,ايجاز,icaz
40339,ايحاش,ihaş
40340,ايد,eyyed
40341,ايد,eyyid
40342,ايدي,eydi
40343,ايراث,iras
40344,ايراد,irad
40345,ايساخ,isah
40346,ايزد,izid
40347,ايستاده,istaze
40348,ايصال,isal
40349,ايضاً,ً    eyzan
40350,ايضاح,izah
40351,ايغريب,iğrib
40352,ايقاظ,ikaz
40353,ايقاع,ika'
40354,ايقاف,ikaf
40355,ايقان,ikan
40356,ايلاد,ilad
40357,ايلاف,ilaf
40358,ايلخان,İlhan
40359,ايلول,eylül
40360,ايمان,iman
40361,ايمان,eyman
40362,ايمانايمن,eyman
40363,ايمپراطور,imparator
40364,ايمپراطوريچه,imparatoriçe
40365,اين,in
40366,ايوان,Eyvan
40367,ايواه,Eyvah
40368,ايهام,iham
40369,ايها,Eyyüha
40370,اييهروغلبف,iyerugulf
40371,با,ba
40372,باء,bâ
40373,باب,Bab
40374,باببابا,bab
40375,بابونج,papuç
